Username,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
user2066,0,0,0,0.2,0,0,0,0.2,0.06,0,0,0,0.2,0,0,0.2,0.2,0.12,0,0,0,0,0.2,0,0,0,0,0.2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0,0.08,0,0,0,0.18,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.04,0,0.7000000000000001,0,0.2,0,0,0,0,0,0,0.04,0,0.18,0.14,0,0,0,0,0.2,0,0,0,0.12,0.2,0,0.2,0,0,0.2,0,0,0.2,0,0.2,0,0,0.08,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.16,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0.18,0.2,0.2,0,0,0,0,0,0.18,0,0,0.04,0.5,0,0,0,0,0,0.58,0,0.2,0,0,0.2,0,0.2,0
user2090,0,0,0,0.3,0,0,0,0,0,0.08,0.5,0,0.2,0,0,0,0,0,0.3,0,0.12,0,0,0.2,0,0,0,0.46,0,0.5,0.08,0.5,0.2,0,0,0,0,0.3,0,0,0.48,0.1,0,0,0,0,0,0,0,0.2,0.48,0,0,0,0,0.2,0.16,0,0,0.14,0.18,0,0.2,0,0,0,0,0.4,0,0.18,0,0.3,0,0,0,0,0,0,0.3,0,0.2,0,0,0.46,0.04,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0.32,0.2,0,0.14,0,0.2,0.08,0,0,0,0,0,0.5,0,0,0,0,0,0.96,1,0.02,0,0.14,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0,0.3,0,0,0,0.2,0,0,0.2,0,0,0.14,0,0,0,0,0,0,0.2,0.2,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,1,0.2,0,0.2,0.16,0,0,0,0,0,0,0.5,0
user2163,0,0,0,0.2,0,0,0,0,0.16,0,0.02,0,0.2,0,0,0.5,0,0.06,0.2,0,0,0,0.2,0.14,0.2,0,0,0,0,0.18,0,0,0,0.7000000000000001,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0.2,0,0,0,0.2,0,0.08,0,0.2,0,0,0,0,0.2,0,0.2,0.02,0,0,0,0,0,0,0.2,0,0.2,0.16,0,0.04,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.02,0.2,0,0,0,0,0,0.2,0.04,0.2,0,0,0,0.14,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.12,0.5,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0.2,0
user2170,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.14,0,0.2,0,0,0,0.08,0,0,0.02,0,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.12,0,0,0.2,0,0,0,0.02,0.2,0,0,0,0,0,0.08,0.2,0.2,0,0.2,0,0,0.12,0,0,0.18,0.2,0.06,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.16,0,0,0.2,0.1,0.2,0,0.2,0,0,0.08,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.16,0,0,0,0,0.2,0.16,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0.02,0.08,0,0.2,0,0,0.16,0,0,0.2,0,0,0,0.2,0,0,0,0.2,0,0.2,0.14,0,0,0,0,0.2,0,0,0.2,0
user2214,0.14,0,0,0,0,0.2,0,0.06,0.18,0,0,0,0,0,0,0.2,0.2,0.16,0,0,0,0.2,0.02,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.5,0.2,0,0,0.08,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.7000000000000001,0,0,0,0,0.08,0,0,0,0,0.2,0,0.16,0.2,0.14,0,0,0,0,0.08,0,0,0.2,0,0.16,0,0.2,0,0,0.7000000000000001,0,0.2,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0.2,0,0.02,0,0.2,0,0,0,0,0,0,0.16,0,0.2,0,0,0.04,0,0,0.04,0,0,0.12,0.08,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0.16,0.2,0,0,0,0,0.2,0,0.2,0,0,0.2,0.02,0.18,0
user2384,0,0.2,0.2,0,0,0,0,0,0.04,0.16,0,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.16,0,0,0.2,0.92,0.2,0,0.14,0,0,0,0.12,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0,0,0.5,0,0,0.18,0.5,0,0,0,0.12,0,0.5,0.2,0,0,0.02,0,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0.2,0,0.3,0,0,0,0.2,0,0,0,0,0.5,0.3,0,0,0,0,0,0.36,0,0,0,0.1,0,0.5,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.02,1,0.3,0.12,0,0,0.4,0,0.2,0.14,0.2,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0.5,0,0,0.14,0,0,0.3,0.3,0,0,0.5,0,0,0,0,0.2,0.08,0.2,0,0,0,0.2,0,0,0,0.2,0.5,0,0.18,0.2,0.02,0,0,0.3,0.2,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2
user2472,0,0,0,0,0,0.06,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.14,0.2,0,0,0,0.2,0,0,0,0.2,0.08,0.06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.12,0,0,0,0.2,0,0,0,0.14,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.06,0,0.2,0,0,0,0,0.2,0,0.5,0,0.04,0,0,0,0,0,0,0,0.68,0,0,0,0,0.2,0,0,0.08,0,0,0.2,0,0,0.02,0,0.2,0.2,0,0.2,0,0.2,0.2,0.02,0,0.2,0,0,0.2,0.2,0,0.06,0,0,0,0.2,0,0,0,0.2,0.18,0,0.2,0.52,0,0.06,0,0,0,0.2,0,0,0,0.08,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.02,0,0.16,0.2,0,0.16,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0
user2507,0.5,0,0,0.2,0,0,0.2,0,0.16,0,0,0,0,0,0.08,0.2,0.2,0.5,0,0,0,0,0.2,0,0.44,0,0,0,0.08,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.5,0,0,0.5,0,0.2,0,0,0,0.2,0,0,0,0.3,0,0,0,0.3,0.2,0,0,0,0.2,0.2,0,0.18,0,0,0,0.06,0.16,0.3,0,0,0,0,0.3,0,0,0.9,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,1,0,0,0.3,0.2,0.44,0.2,0,0.38,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.2,0.04,0,0,0.2,0,0,0,0,0,0,0.2,0.32,0.2,0,0,0.16,0,0,0.2,0,0,0,0.3,0.04,0,0,0,0,0,0,0,0,0.34,0,0,0,0.5,0.2,0.2,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0
user2509,0.42,0.2,0,0.3,0,0,0.06,0.5,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.5,0.5,0.3,0,0,0.2,0,0,0,0,0,0.3,0,0,0.1,0,0,0.2,0,0,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.2,0,0.2,0,0,0,0.1,0,0.5,0,0,0.08,0,0.3,0,0.12,0.5,0,0,0,0,0.2,0,0.2,0,0.32,0,0,0.2,0,0.14,0.16,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.3,0.32,0,0,0,0,0.2,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.48,0.14,0,0,0.34,0.5,0.12,0.08,0,0,0,0,0.14,0,0,0,0,0.2,0.5,0,0.2,0,0,0,0.5,0,0.2,0,0,0.2,0.5,0.3,0
user2538,0,0,0,0.12,0,0.2,0,0,0,0.2,0,0.5,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0,0.2,0,0,0,0,0.3,0,0.3,0,0.2,0.44,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0.02,0,0.48,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.8,0,0.02,0.2,0,0.5,0,0,0,0.5,0.48,0,0.3,0,0,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0.16,0.2,0,0.2,0,0.2,0,0,0.2,0.2,0.2,0,0.3,0,0,0,0,0.5,0.3,0,0.2,0,0.2,0,0,0,0,0,0.06,0,0,0,0.3,0.18,0.3,0,0.2,0,0.2,0.08,0,0.14,0,0.2,0.46,0,0,0,0,0,0,0.5,0.8,0,0,0,0,0,0,0,0.34,0,0.3,0,0,0,0,0,0,0.2,0,0.14,0.1,0,0,0.18,0,0.3,0,0,0,0.5
user2553,0,0,0.16,0,0,0.3,0.2,0,0.04,0,0,0,0,0,0,0.3,0,0.8,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0.5,0,0,0,0.04,0,0,0,0,0,0.2,0,0,0.2,0.3,0.14,0,0,0.16,0,0.18,0.3,0.3,0,0,0.3,0.12,0,0,0.2,0.04,0,0.2,0,0.2,0,0.5,0,0.5,0,0.2,0.2,0.2,0,0,0,0.06,0,0,0,0,0,0,0.2,0.12,0.2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.2,0,0.3,0,0.18,0,0,0.2,0,0,0.2,0,0,0,0.46,0,0,0,0,0.8,0.06,1,0,0,0.12,0,0,0,0,0,0,0,0.2,0.06,0,0,0.2,0,0.2,0,0.2,0,0.18,0.5,0,0.2,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0.3,0.2,0,0,0.3,0,0,0,0.16,0,0,0,0.3,0.2,0,0,0,0,0.2,0,0,0,0.16,0,0.06,0,0.3,0,0,0.18,0,0,0.2,0,0,0.2,0,0,0.3,0.3,0
user2583,0,0,0,0.3,0,0,0,0,0,0,0.1,0.16,0,0,0,0,0,0,0.3,0,0.4,0,0,0.5,0,0.06,0.2,0.42,0,0,0.14,0.1,0.2,0,0.5,0,0,0.3,0.2,0,0.5,0.2,0,0,0,0,0.3,0,0,0.2,0,0,0,0,0,0.1,0,0.8,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0.3,0,0,0,0.14,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0.5,0,0.06,0.1,0,0.5,0,0.2,0.2,0,0.46,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0.3,0,0,0,0,0.2,0.02,0,0.46,0.2,0,0.16,0.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.2,0.2,0.2,0,0.3,0.5,0,0.38,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.18,0,0.2,0.2,0.06,0,0.2,0.5,0,0,0.2,0,0,0,0
user2584,0,0,0,0.2,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0.08,0,0,0.5,0.2,0.3,0,0,0.4,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.12,0,0,0,0.2,0,0,0.2,0,0,0.2,0.3,0,0.2,0,0.16,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.12,0.2,0.3,0.2,0.08,0,0.3,0.3,0.14,0.32,0,0,0,0,0,0,0,0,0.3,0.5,0,0.06,0,0,0.2,0,0.14,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0.2,0,0.3,0.2,0.2,0,0,0.3,0,0,0.2,0,0.16,0.2,0,0,0,0.2,0,0,0,0,0.98,0.2,1,0,0,0,0.2,0.2,0,0,0.2,0.2,0.3,0,0,0,0,0,0,0.38,0.3,0,0,0,0,0.2,0.12,0,0.5,0,0.3,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.36,0,0,0,0.3
user2619,0,0.2,0,0.2,0,0,0,0,0,0.2,0.18,0,0.2,0,0,0.16,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0.7000000000000001,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0.2,0.2,0.18,0,0.2,0,0,0,0,0,0,0,0.16,0,0,0.2,0,0,0,0,0,0,0.18,0,0,0,0,0,0.2,0.2,0,0.2,0,0.7000000000000001,0,0,0.2,0,0,0,0.16,0.2,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0.06,0,0,0.2,0,0,0.08,0.1,0,0,0,0,0.16,0,0,0.2,0,0.18,0.14,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.02,0,0.7000000000000001,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0
user2632,0.8,0.2,0.18,0.32,0,0.36,0,0,0.5,0,0,0,0,0,0.2,0.5,0.2,0,0,0.06,0.08,0,0.5,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.06,0,0.12,0.2,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0.46,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0.1,0,0,0,0,0.3,0.2,0,0.2,0,0.5,0,0,0.12,0,0,0,0.2,0,0.2,0,0.08,0,0,0,0,0,0.1,0,0.2,0,0,0.18,0,0.2,0,0,0.06,0,0,0,0.2,0.2,0,0,0,0.48,0.3,0.5,0,0,0,0,0,0,0.04,0,0.06,0,0.2,0.3,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.14,0.5,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0.2,0,0,0.5,0,0,0,0.3,0,0,0,0,0,0.5,0,0,0,0.16,0.5,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.3,0,0,0.1,0,0
user2686,0,0.08,0,0,0,0,0,0,0,0.08,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.04,0,0,0,0.16,0,0.08,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0.12,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0.2,0.2,0.04,0,0.2,0,0,0,0,0,0,0.2,0.7000000000000001,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.08,0,0.18,0.2,0,0.08,0,0.12,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0.58,0.2,0.64,0,0,0,0.2,0,0,0.16,0.2,0.2,0.2,0,0,0,0,0,0,0,0.04,0,0,0.2,0,0.02,0.16,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.02,0,0,0,0.06,0,0.2,0,0,0,0
user2757,0,0.5,0,0.38,0.5,0,0,0,0,0,0.08,0,0.2,0,0,0.2,0,0,0.38,0,0.2,0,0,0.44,0,0.2,0.06,0,0,0,0.2,0.3,0,0.02,0,0,0,0.38,0,0.5,0.3,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.2,0.3,0.2,0,0,0.2,0,0,0.08,0,0,0,0,0.18,0,0.3,0,0,0,0,0,0,0.2,0,0,0,0.06,0,0,0.06,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.5,0,0,0.2,0,0,0.2,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0.2,0,0.18,0,0,0,0,0.2,0.04,0.3,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.3,0.06,0,0.2,0,0,0.3,0.5,0,0.2,0.5,0,0,0,0,0,0.2,0,0,0,0,0,1,0,0,0.2,0,0,0,0.12,0,0,0,0.16,0.2,0,0,0,0,0.2,0,0.5,0.5,0.5,0.2,0,0,0,0,0,0,0.2,0,0.3
user2796,0.3,0,0.18,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.3,0,0.5,0.5,0.2,0.3,0.2,0,0,0,0,0,0,0.2,0.2,0,0.5,0,0,0,0,0,0.3,0.3,0,0.08,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.2,0,0.2,0.2,0.2,0,0.06,0.3,0.3,0.2,0.08,0,0,0,0,0,0.3,0,0,0.5,0,0.04,0,0,0.3,0,0,0,0.2,0,0.2,0,0.5,0,0,0,0.14,0,0,0.2,0.14,0,0,0.2,0.2,0,0,0,0.3,0,0.2,0,0,0,0,0,0.4,0,0.3,0.2,0,0,0.3,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0.3,0.18,0.06,0,0,0,0.12,0,0,0.02,0.3,0,0.2,0,0.2,0.08,0,0,0,0.14,0,0.04,0,0,0,0,0,0.2,0,0.2,0.12,0,0.2,0.2,0,0.02,0,0.38,0.3,0,0,0,0,0,0,0.2,0.2,0.3,0.3,0.16,0,0.3,0,0.2,0,0,0,0,0.3,0,0,0,0,0,0,0.2
user2826,0,0.14,0,0.02,0.2,0,0,0,0,0.7,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0,0.2,0.2,0.2,0,0.16,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.06,0.2,0.2,0,0.2,0,0,0.02,0,0,0,0,0.12,0,0,0,0,0.06,0,0.2,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.06,0.2,0,0.2,0,0,0,0,0.2,0.16,0,0,0,0.2,0.2,0,0,0,0,0.2,0.5,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.12,0.18,0,0,0.2,0,0,0,0.2,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.2
user2886,0.36,0.36,0,0,0,0,0.3,0.2,0,0,0.2,0,0.12,0,0,0.3,0.5,0.5,0,0,0,0,0,0,0.2,0,0,0,0.32,0.3,0,0,0,0.04,0,0.2,0,0.2,0,0.06,0,0,0.3,0.2,0,0.16,0,0,0,0.08,0.5,0.2,0,0,0.5,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.2,0.06,0,0,0.3,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.2,0,0.8,0.2,0.2,0,0,0.46,0,0,0,0,0.3,0,0.5,0,0,0,0,0.46,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.5,0.18,0,0.2,0.2,0,0.16,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.16,0.02,0.2,0,0.3,0,0.04,0,0,0.5,0,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0.3,0,0,0,0,0,0,0,0.2,0,0.12,0,0,0,0.2,0.5,0,0,0
user2928,0.8,0.2,0.2,0.3,0,0.3,0.04,0,0,0,0,0,0.2,0.16,0,0.3,0.2,0.3,0,0.3,0.2,0,0.2,0.5,0.3,0,0,0,0.2,0.2,0,0,0,0.8,0,0,0,0.2,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0.5,0.2,0,0.3,0,0.5,0,0,0,0,0,0,0.2,0.14,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0.12,0,0,0,0.3,0.2,0,0.2,0,0.2,0.2,0.2,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0.14,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0,0.16,0,0,0,0,0.46,0,0,0.2,0,0,0.2,0,0,0.5,0,0,0.14,0,0.2,0,0.06,0,0.2,0.2,0,0.2,0.5,0,0,0,0,0.14,0.02,0,0.2,0.2,0,0.12,0.5,0,0
user2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2975,0.2,0,0,0.2,0,0,0.2,0,0.54,0,0.14,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0,0.12,0.14,0,0,0,0,0.2,0,0,0,0,0,0,0,0.16,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0.66,0,0,0,0.2,0,0,0,0,0.2,0.06,0,0,0,0.2,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0.12,0,0.7000000000000001,0,0.14,0,0.16,0,0,0,0,0,0,0,0,0,0,0.02,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.2,0.04,0.2,0,0,0.12,0,0.1,0,0,0,0,0,0,0.2,0.18,0.2,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0
user2976,0,0.2,0,0,0,0,0.2,0,0.2,0.08,0,0,0.08,0,0,0,0.16,0,0,0,0,0,0,0.14,0,0,0.2,0,0,0,0.2,0,0,0,0,0.3,0,0.2,0,0.2,0,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.18,0,0,0.3,0,0,0,0,0,0.12,0,0.3,0,0,0,0,0.2,0,0,0,0.3,0.5,0.08,0.3,0,0.46,0.2,0,0.2,0,0.18,0.2,1,1,0,0,0,0,0,0,0,0.2,0.08,0,0.2,0,0,0,0,0,0,0,0.14,0,0.2,0,0.2,0.2,0,0,0,0.5,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0.14,0.3,0,0.8,0.2,0,0,0.3,0,0,0,0.2,0.5,0.42,0,0,0,0.2,0.16,0,0.2,0.48,0,0,0.3,0.2,0.2,0.5,0,0,0.2,0,0,0,0,0,0,0,0.16,0,0,0.2,0,0,0.44,0,0.5,0,0,0,0
user3090,0,0.3,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0.02,0.3,0,0,0,0,0.3,0,0.1,0,0,0.2,0.06,0,0,0,0,0,0.3,0.06,0,0,0.14,0.2,0.2,0.04,0,0,0,0,0.2,0.5,0,0,0,0,0.2,0,0.3,0,0.62,0,0.2,0,0,0,0,0,0,0,0,0,0.3,0.2,0,0.02,0,0,0,0,0.2,0,0,0.16,0,0,0.16,0,0.2,0,0,0,0,0.2,0.48,0.5,0.8,0,0,0,0,0,0.2,0,0.5,0.2,0,0,0,0.2,0,0.1,0.2,0,0,0,0.14,0.3,0,0.2,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.08,0,0,0.5,0.2,0,0,0,0.32,0,0,0,0.2,0,0.3,0.2,0,0,0,0,0.5,0,0.5,0,0.2,0,0.2,0.2,0.48,0.34,0.2,0,0.16,0,0,0.2,0,0,0
